txt_id,sen_ix,sentence,label_seq,pos_seq,labeled_sentence,genre
a3m-fragment02,58,Trams disappeared from most British cities in the 1950s .,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['NOUN', 'VERB', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']",Trams disappeared from most British cities M_in the 1950s .,news
a3m-fragment02,59,London 's venerable red and cream double-deckers rumbled along the Thames embankment for the last time in 1952 .,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","['PROPN', 'PART', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'PROPN', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NUM', 'PUNCT']",London 's M_venerable red and cream double-deckers rumbled along the Thames embankment for the last time M_in 1952 .,news
a3m-fragment02,60,"Somehow the image of the tall , thin , mournful double-deck tram with its wooden body , slatted wooden seats and growling electric motor has stuck in the British mind .","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0]","['ADV', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","Somehow the M_image of the tall , thin , M_mournful double-deck tram with its wooden M_body , slatted wooden seats and M_growling electric motor has M_stuck M_in the British M_mind .",news
a3m-fragment02,61,"Trams , it was believed until surprisingly recently , are old-fashioned .","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['NOUN', 'PUNCT', 'PRON', 'VERB', 'VERB', 'ADP', 'ADV', 'ADV', 'PUNCT', 'VERB', 'ADJ', 'PUNCT']","Trams , it was believed M_until surprisingly recently , are old-fashioned .",news
a3m-fragment02,62,"They had something to do with fish and chips wrapped in newspaper , men in hats , National Health specs , smog and powdered egg .","[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'NOUN', 'PART', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT']","They M_had something to M_do M_with fish and chips wrapped in newspaper , men in hats , National Health specs , smog and powdered egg .",news
a3m-fragment02,63,"They held up the bright new diesel buses and , even worse , blocked the progress of private motorists in bulbous Austins and lumpen Humbers in canyon-like city thoroughfares .","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]","['PRON', 'VERB', 'PART', 'DET', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'CCONJ', 'PUNCT', 'ADV', 'ADV', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'PROPN', 'CCONJ', 'VERB', 'PROPN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","They M_held M_up the M_bright new diesel buses and , even worse , M_blocked the progress of private motorists in M_bulbous Austins and M_lumpen Humbers in M_canyon-like city thoroughfares .",news
a3m-fragment02,64,They picked up power from a spider 's web of unsightly overhead wires .,"[0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'PART', 'NOUN', 'ADP', 'DET', 'NOUN', 'PART', 'NOUN', 'ADP', 'ADV', 'ADJ', 'NOUN', 'PUNCT']",They M_picked M_up power from a M_spider 'M_s M_web of unsightly overhead wires .,news
a3m-fragment02,65,"They were inflexible in operation , draughty , and mobile reminders of TB epidemics with the enamelled â Do Not Spit signs screwed to their bulkheads .","[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'ADJ', 'ADP', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'CCONJ', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADV', 'PROPN', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","They were M_inflexible M_in M_operation , draughty , and mobile reminders of TB epidemics with the enamelled ‘ Do Not Spit signs screwed to their bulkheads .",news
a3m-fragment02,67,It plays a key role in keeping city streets on the move and is even the object of the best modern designers ' desire .,"[0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'VERB', 'ADV', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'PART', 'NOUN', 'PUNCT']",It M_plays a key M_role M_in M_keeping city streets M_on the move and is even the object of the best modern designers ' desire .,news
a3m-fragment02,68,"In Milan , for example , the commission to design the new generation of â Jumbo trams , which went into service in 1979 , was one that leading Italian architects and designers fought over .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]","['ADP', 'PROPN', 'PUNCT', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'ADJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'NUM', 'PUNCT', 'VERB', 'NUM', 'ADP', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'PART', 'PUNCT']","In Milan , for example , the commission to design the new M_generation of ‘ Jumbo trams , which M_went M_into service M_in 1979 , was one that M_leading Italian architects and designers M_fought M_over .",news
a3m-fragment02,69,"After all , the Jumbo , a handsome and imposing articulated unit designed by architect , engineer and critic Klaus Giovanni Koenig , will be seen on the streets of Milan for the next half-century .","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","['ADV', 'ADV', 'PUNCT', 'DET', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'CCONJ', 'VERB', 'ADJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'VERB', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","M_After all , the Jumbo , a M_handsome and imposing articulated unit designed by architect , engineer and critic Klaus Giovanni Koenig , will be seen on the streets of Milan for the M_next M_half-century .",news
a3m-fragment02,72,"Assuming the power station at the end of the line burns cleanly , the tram is virtually pollution free .","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADV', 'PUNCT', 'DET', 'NOUN', 'VERB', 'ADV', 'NOUN', 'ADJ', 'PUNCT']","M_Assuming the power station at the end of the line M_burns cleanly , the tram is virtually pollution M_free .",news
a3m-fragment02,73,"Standing at traffic lights a Koenig-designed Jumbo is , save for the chatter inside , completely silent .","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['VERB', 'ADP', 'NOUN', 'NOUN', 'DET', 'VERB', 'NOUN', 'VERB', 'PUNCT', 'VERB', 'ADP', 'DET', 'NOUN', 'ADV', 'PUNCT', 'ADV', 'ADJ', 'PUNCT']","M_Standing at traffic lights a Koenig-designed Jumbo is , save for the chatter inside , completely silent .",news
a3m-fragment02,74,The overhead wires are so slight that you have to look hard to see them .,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['DET', 'ADJ', 'NOUN', 'VERB', 'ADV', 'ADJ', 'ADP', 'PRON', 'VERB', 'PART', 'VERB', 'ADJ', 'PART', 'VERB', 'PRON', 'PUNCT']",The overhead wires are so M_slight that you have to look M_hard to see them .,news
a3m-fragment02,75,"Powers of acceleration and braking are remarkable , the latter far greater than any car .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","['NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT']","Powers of acceleration and braking are remarkable , the latter M_far M_greater than any car .",news
a3m-fragment02,76,"But sadly , there is no indication that the GMA consortium which will design , operate and maintain the first of the new generation British trams in Manchester will share the looks of their Milanese counterparts .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['CCONJ', 'ADV', 'PUNCT', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'NOUN', 'ADJ', 'VERB', 'VERB', 'PUNCT', 'VERB', 'CCONJ', 'VERB', 'DET', 'ADJ', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']","But sadly , there is no indication that the GMA consortium which will M_design , M_operate and M_maintain the first of the new M_generation British trams in Manchester will M_share the looks of their Milanese counterparts .",news
a3m-fragment02,77,"Artists ' impressions show a tram that has more in common with the flat-faced , characterless light trains of the toy-like Docklands Light Railway .","[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","['NOUN', 'PART', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'ADP', 'ADJ', 'ADP', 'DET', 'ADJ', 'PUNCT', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","Artists ' M_impressions M_show a tram that M_has more in common with the M_flat-faced , characterless M_light trains of the M_toy-like Docklands Light Railway .",news
a3m-fragment02,78,"There is still time for GMA ( GEC , Mowlem , Amec and Greater Manchester Buses ) to consider employing an inspired architect or industrial designer .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['ADV', 'VERB', 'ADV', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PART', 'VERB', 'VERB', 'DET', 'VERB', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'PUNCT']","There is still time for GMA ( GEC , Mowlem , Amec and Greater Manchester Buses ) to M_consider employing an inspired architect or industrial designer .",news
a3m-fragment02,79,"After all , Mancunians and visitors to the Manchester conurbation are going to have to look at these mechanical millipedes for well into the twenty-first century .","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]","['ADV', 'ADV', 'PUNCT', 'PROPN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'NOUN', 'VERB', 'VERB', 'PART', 'VERB', 'PART', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADV', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","M_After all , Mancunians and visitors to the Manchester conurbation are going to have to look at M_these mechanical M_millipedes for well M_into the twenty-first century .",news
a3m-fragment02,80,"Now that buses are no longer designed to enhance the streets they serve , Manchester has a chance to make a fresh start with its trams .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0]","['ADV', 'ADP', 'NOUN', 'VERB', 'ADV', 'ADV', 'VERB', 'PART', 'VERB', 'DET', 'NOUN', 'PRON', 'VERB', 'PUNCT', 'NOUN', 'VERB', 'DET', 'NOUN', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","Now that buses are no longer designed to enhance the streets they M_serve , Manchester M_has a chance to M_make a M_fresh M_start M_with its trams .",news
a3m-fragment02,82,"Other British towns , Croydon and Southampton among them , are also considering modern tramways .","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","['ADJ', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN', 'ADP', 'PRON', 'PUNCT', 'VERB', 'ADV', 'VERB', 'ADJ', 'NOUN', 'PUNCT']","Other British towns , Croydon and Southampton M_among them , are also M_considering modern tramways .",news
a3m-fragment02,83,"These are all referred to as â supertram networks , the implication being that the new-generation tram is an altogether more dynamic form of transport than its pre-war predecessors .","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0]","['DET', 'VERB', 'DET', 'VERB', 'ADP', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'VERB', 'DET', 'ADV', 'ADV', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","M_These are all referred M_to as ‘ supertram networks , the implication being that the M_new-generation tram is an altogether more M_dynamic M_form of transport than its pre-war M_predecessors .",news
a3m-fragment02,84,What it really means is that the new trams are a hybrid between street car and lightweight suburban train .,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","['NOUN', 'PRON', 'ADV', 'VERB', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'CCONJ', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']",What it really M_means is that the new trams are a M_hybrid M_between street car and lightweight suburban train .,news
a3m-fragment02,85,"Although they will slip through the city centre serving the essential parts â shopping malls , leisure centres , theme parks , amusement arcades and museums â the Manchester supertrams will also head out of town on a mix of reserved track and existing railway lines .","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['ADP', 'PRON', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'PROPN', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'PROPN', 'DET', 'PROPN', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADP', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","Although they will M_slip through the city centre M_serving the essential parts — shopping malls , leisure centres , theme parks , amusement arcades and museums — the Manchester supertrams will also M_head out of town on a M_mix of reserved track and existing railway lines .",news
a3m-fragment02,86,"The supertram is , in effect , a low-cost replacement for British Rail 's ageing fleet of suburban diesel multiple-unit trains , those rasping diesels which change gear to the accompaniment of voluminous clouds of acrid black exhaust fumes and the blessing of train spotters .","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['DET', 'NOUN', 'VERB', 'PUNCT', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PART', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'DET', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT']","The supertram is , M_in effect , a M_low-cost replacement for British Rail 's M_ageing M_fleet of suburban diesel multiple-unit trains , M_those M_rasping diesels which M_change gear M_to the M_accompaniment of M_voluminous M_clouds of acrid black exhaust fumes and the M_blessing of train spotters .",news
a3m-fragment02,87,"They will perform some of the same functions , but they will not be an exact replacement for traditional trams .","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['PRON', 'VERB', 'VERB', 'DET', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","They will M_perform some of the same functions , but they will not be an exact replacement for traditional trams .",news
a3m-fragment02,88,"And although the supertram concept will spread through major cities during the next decade , Blackpool will still be alone in its use of traditional double-deckers .","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","['CCONJ', 'ADP', 'DET', 'NOUN', 'NOUN', 'VERB', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'VERB', 'ADV', 'VERB', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","And although the supertram concept will M_spread through major cities during the M_next decade , Blackpool will still be alone M_in its M_use of traditional double-deckers .",news
a36-fragment07,181,"IT WAS unfair of Auden to suggest , in his â Letter to Lord Byron , that a poet 's â sense of other people 's very hazy .","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","['PRON', 'VERB', 'ADJ', 'ADP', 'PROPN', 'PART', 'VERB', 'PUNCT', 'ADP', 'ADJ', 'NOUN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PART', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PART', 'ADV', 'ADJ', 'PUNCT']","IT WAS unfair of Auden to M_suggest , M_in his ‘ Letter to Lord Byron , that a poet 's ‘ M_sense of other people 's very M_hazy .",news
